"","replicate","methods","scores"
"99",1,"EQW",1.90724687933913
"100",1,"EQW",1.29045531756465
"101",1,"EQW",1.49192833211205
"102",1,"EQW",1.18650515224288
"103",1,"EQW",1.51750360628223
"104",1,"EQW",1.16547606496145
"105",1,"EQW",1.29572873822163
"106",1,"EQW",1.40489321495495
"107",1,"EQW",1.36613659564246
"108",1,"EQW",1.23456702434133
"109",1,"EQW",1.1216599822161
"110",1,"EQW",0.901995848191646
"111",1,"EQW",1.42101589644237
"112",1,"EQW",3.07903219327875
"113",1,"EQW",1.32631879715477
"114",1,"EQW",3.60640765334898
"115",1,"SGP",4.66294773040018
"116",1,"SGP",5.36919734917415
"117",1,"SGP",3.45595558133825
"118",1,"SGP",1.8916173007143
"119",1,"SGP",2.55139858024894
"120",1,"SGP",2.60875429606127
"121",1,"SGP",5.70758904496117
"122",1,"SGP",4.15185579206458
"123",1,"SGP",5.15651023339818
"124",1,"SGP",2.3795027159507
"125",1,"SGP",1.47623582962414
"126",1,"SGP",1.9760616854523
"127",1,"SGP",2.0577352332883
"128",1,"SGP",2.43694971832342
"129",1,"SGP",3.88904400691403
"130",1,"SGP",1.26930072997907
"131",1,"SGP",1.720163311704
"132",1,"SGP",1.41103763710543
"133",1,"SGP",2.05103430221182
"134",1,"SGP",1.55814815422017
"135",1,"SGP",1.13750099550208
"136",1,"SGP",1.12088529920466
"137",1,"SGP",1.53154993759177
"138",1,"SGP",1.2165031359669
"139",1,"SGP",1.64763957782822
"140",1,"SGP",1.06668367916787
"141",1,"SGP",1.52520863716105
"142",1,"SGP",1.07350982637471
"143",1,"SGP",1.21375794845431
"144",1,"SGP",1.32211827349118
"145",1,"SGP",1.23812093553378
"146",1,"SGP",1.08391945798008
"147",1,"SGP",1.04139214811121
"148",1,"SGP",0.85212365549438
"149",1,"SGP",1.42216456750681
"150",1,"SGP",2.68333262941817
"151",1,"SGP",0.99703489910231
"152",1,"SGP",2.96091909219889
"153",2,"BMA",3.77951450282715
"154",2,"BMA",5.17478663282752
"155",2,"BMA",2.1811425413212
"156",2,"BMA",2.31553879574213
"157",2,"BMA",15.3286603600389
"158",2,"BMA",8.5607247384267
"159",2,"BMA",8.02903861848223
"160",2,"BMA",4.99099316675946
"161",2,"BMA",8.90367211480246
"162",2,"BMA",7.31168639467437
"163",2,"BMA",5.25031697599428
"164",2,"BMA",8.40404783033978
"165",2,"BMA",3.18945874427458
"166",2,"BMA",2.96091227921708
"167",2,"BMA",5.76491983128313
"168",2,"BMA",2.77116019187719
"169",2,"BMA",3.8003590204432
"170",2,"BMA",6.6319437975653
"171",2,"BMA",2.55898690570892
"172",2,"BMA",2.42501897184103
"173",2,"BMA",2.02927292575296
"174",2,"BMA",3.37918437836725
"175",2,"BMA",2.42729845381614
"176",2,"BMA",1.53884631330983
"177",2,"BMA",1.30947783101788
"178",2,"BMA",2.92588678965793
"179",2,"BMA",3.98611796809773
"180",2,"BMA",2.50875132294871
"181",2,"BMA",5.39009848149557
"182",2,"BMA",2.69454980554216
"183",2,"BMA",4.00954435895309
"184",2,"BMA",4.0806476457979
"185",2,"BMA",1.68664072668577
"186",2,"BMA",0.989499053492517
"187",2,"BMA",1.00374088191
"188",2,"BMA",0.697998902262479
"189",2,"BMA",0.473887305104425
"190",2,"BMA",0.527092244537984
"191",2,"AVS",3.77951450282715
"192",2,"AVS",4.93424417650447
"193",2,"AVS",2.10315407159443
"194",2,"AVS",2.41353329042697
"195",2,"AVS",16.4610167320778
"196",2,"AVS",6.84531209964603
"197",2,"AVS",7.15868429083442
"198",2,"AVS",5.29112906514915
"199",2,"AVS",9.00057734239905
"200",2,"AVS",9.19211362074032
"201",2,"AVS",2.31764664096804
"202",2,"AVS",2.30054321323468
"203",2,"AVS",6.21187266044612
"204",2,"AVS",2.82137451235411
"205",2,"AVS",9.00448423920241
"206",2,"AVS",2.52377641688848
"207",2,"AVS",4.27398364361368
"208",2,"AVS",8.49395667021753
"209",2,"AVS",3.55665145682125
"210",2,"AVS",4.28745597241622
"211",2,"AVS",2.16586825241118
"212",2,"AVS",3.12555312328463
"213",2,"AVS",2.44595635743328
"214",2,"AVS",1.55985198677701
"215",2,"AVS",1.27382144480216
"216",2,"AVS",2.91977816718521
"217",2,"AVS",4.00331812484653
"218",2,"AVS",2.52392030875721
"219",2,"AVS",5.42167431361789
"220",2,"AVS",2.77421771343734
"221",2,"AVS",4.0830754246465
"222",2,"AVS",3.90425112213105
"223",2,"AVS",1.30193381159964
"224",2,"AVS",1.16909560206627
"225",2,"AVS",1.08738142725027
"226",2,"AVS",1.24083071776024
"227",2,"AVS",0.675690617987036
"228",2,"AVS",0.589976709640965
"229",2,"EQW",3.77951450282715
"230",2,"EQW",5.11264994151993
"231",2,"EQW",2.26101619399043
"232",2,"EQW",2.37393249361964
"233",2,"EQW",13.7853475220364
"234",2,"EQW",6.70704822426066
"235",2,"EQW",9.91347278326327
"236",2,"EQW",3.78906918988007
"237",2,"EQW",5.29320281749982
"238",2,"EQW",8.09755216741524
"239",2,"EQW",4.36949645396781
"240",2,"EQW",6.52619108779019
"241",2,"EQW",3.77321575324311
"242",2,"EQW",3.28173269096844
"243",2,"EQW",5.78565206578858
"244",2,"EQW",2.94330196837797
"245",2,"EQW",3.8268876406047
"246",2,"EQW",6.43966235168322
"247",2,"EQW",2.4046142951553
"248",2,"EQW",2.51509813026573
"249",2,"EQW",2.44298606913489
"250",2,"EQW",3.81482422869524
"251",2,"EQW",2.95822545172418
"252",2,"EQW",1.76784295573969
"253",2,"EQW",1.96089682489741
"254",2,"EQW",2.52390761989871
"255",2,"EQW",2.69133047570684
"256",2,"EQW",1.88138750521278
"257",2,"EQW",3.74164341483183
"258",2,"EQW",1.864423444351
"259",2,"EQW",2.70645954144112
"260",2,"EQW",2.66257204067996
"261",2,"EQW",1.5575376036587
"262",2,"EQW",1.16167306444553
"263",2,"EQW",1.21348147418458
"264",2,"EQW",1.01305176516603
"265",2,"EQW",0.874106139850183
"266",2,"EQW",0.851917265965481
"267",2,"SGP",3.77951450282715
"268",2,"SGP",5.32551285012
"269",2,"SGP",2.18480763711731
"270",2,"SGP",2.3108816038039
"271",2,"SGP",13.9736856401095
"272",2,"SGP",5.80749113994482
"273",2,"SGP",8.8396566728917
"274",2,"SGP",3.52691170284124
"275",2,"SGP",5.91926494505047
"276",2,"SGP",7.23726146087234
"277",2,"SGP",2.83180302187092
"278",2,"SGP",4.1797476766027
"279",2,"SGP",3.64018227896087
"280",2,"SGP",2.57431661210732
"281",2,"SGP",8.63315863801534
"282",2,"SGP",3.10937755774812
"283",2,"SGP",4.92563016268923
"284",2,"SGP",8.80110680340304
"285",2,"SGP",2.3546044093884
"286",2,"SGP",2.69182634986217
"287",2,"SGP",2.59218204680687
"288",2,"SGP",3.78978997617336
"289",2,"SGP",3.80951650533731
"290",2,"SGP",1.8996535334419
"291",2,"SGP",2.24819783749928
"292",2,"SGP",2.44821396609735
"293",2,"SGP",2.46578450592837
"294",2,"SGP",1.82724317679436
"295",2,"SGP",3.50798759883966
"296",2,"SGP",1.7565740924172
"297",2,"SGP",2.25372946551401
"298",2,"SGP",2.0244195734248
"299",2,"SGP",1.36995674272266
"300",2,"SGP",1.16245258702792
"301",2,"SGP",1.18940560645467
"302",2,"SGP",1.223125923076
"303",2,"SGP",1.01363914202749
"304",2,"SGP",0.962800817092773
"305",3,"BMA",2.15271693569193
"306",3,"BMA",2.27076423689961
"307",3,"BMA",2.01938545201074
"308",3,"BMA",4.5300255094491
"309",3,"BMA",1.25048442643223
"310",3,"BMA",2.17422723460491
"311",3,"BMA",1.16829878520874
"312",3,"BMA",2.58675738370316
"313",3,"BMA",2.90388188125904
"314",3,"BMA",1.74298441143846
"315",3,"BMA",1.5358294479493
"316",3,"BMA",3.07176306042921
"317",3,"BMA",1.79294240242254
"318",3,"BMA",0.960005621682626
"319",3,"BMA",2.96940052584768
"320",3,"BMA",0.87235221770892
"321",3,"BMA",0.86427621730954
"322",3,"BMA",0.885908875599084
"323",3,"BMA",2.25617982073761
"324",3,"BMA",1.87265666591042
"325",3,"BMA",0.923672827215531
"326",3,"BMA",0.799312291792838
"327",3,"BMA",3.43664447634159
"328",3,"BMA",0.805988637151092
"329",3,"BMA",1.11308059230548
"330",3,"BMA",0.958458806242314
"331",3,"BMA",0.835315571097564
"332",3,"BMA",0.628574052653536
"333",3,"BMA",0.709078806658938
"334",3,"BMA",0.507161842050976
"335",3,"BMA",1.13957624292221
"336",3,"BMA",0.567704106868041
"337",3,"BMA",0.775331782963052
"338",3,"BMA",0.869098740762116
"339",3,"BMA",0.374097444277615
"340",3,"BMA",0.27975766116349
"341",3,"BMA",0.234286211301425
"342",3,"BMA",0.154568992257061
"343",3,"AVS",2.15271693569193
"344",3,"AVS",2.65952440389693
"345",3,"AVS",2.40361156651879
"346",3,"AVS",4.97010385229892
"347",3,"AVS",1.2512276139138
"348",3,"AVS",2.18945369816556
"349",3,"AVS",1.04869871379685
"350",3,"AVS",2.48577611641556
"351",3,"AVS",3.1247366101078
"352",3,"AVS",1.5385748209654
"353",3,"AVS",1.70111957370631
"354",3,"AVS",3.35093822640272
"355",3,"AVS",1.79898194902034
"356",3,"AVS",0.896125869283889
"357",3,"AVS",3.24870101970926
"358",3,"AVS",0.869222386055492
"359",3,"AVS",0.835924128646949
"360",3,"AVS",0.898070836015985
"361",3,"AVS",2.37873064025347
"362",3,"AVS",1.98067344288589
"363",3,"AVS",0.905244017065502
"364",3,"AVS",0.800916982827978
"365",3,"AVS",3.36317283671053
"366",3,"AVS",0.895761713861382
"367",3,"AVS",1.01319643745025
"368",3,"AVS",0.964473857960771
"369",3,"AVS",0.904625344759875
"370",3,"AVS",0.64222910145268
"371",3,"AVS",0.690250085697323
"372",3,"AVS",0.599712906505411
"373",3,"AVS",0.990021590512384
"374",3,"AVS",0.67022170723839
"375",3,"AVS",0.863421580356406
"376",3,"AVS",0.732948202441091
"377",3,"AVS",0.357050241188031
"378",3,"AVS",0.274779510869786
"379",3,"AVS",0.244523300094542
"380",3,"AVS",0.193900569724399
"381",3,"EQW",2.15271693569193
"382",3,"EQW",1.9969476502237
"383",3,"EQW",1.79312312481896
"384",3,"EQW",4.2490532572268
"385",3,"EQW",1.16796824572514
"386",3,"EQW",2.12695778820845
"387",3,"EQW",1.23827763912762
"388",3,"EQW",2.75760691202872
"389",3,"EQW",2.6315772261278
"390",3,"EQW",2.00559758329618
"391",3,"EQW",1.25818406244044
"392",3,"EQW",2.45911026829073
"393",3,"EQW",1.72640418494024
"394",3,"EQW",1.19596319386952
"395",3,"EQW",2.09894381919823
"396",3,"EQW",0.900869041123781
"397",3,"EQW",0.95599582097249
"398",3,"EQW",0.882156489088422
"399",3,"EQW",1.71015143262086
"400",3,"EQW",1.89977323395921
"401",3,"EQW",1.10899326834253
"402",3,"EQW",0.978130979558799
"403",3,"EQW",3.81557705503824
"404",3,"EQW",1.07855711538412
"405",3,"EQW",0.919617330856668
"406",3,"EQW",0.975829190340071
"407",3,"EQW",0.654776288980077
"408",3,"EQW",0.559755581373148
"409",3,"EQW",0.597505194476396
"410",3,"EQW",0.546296732082646
"411",3,"EQW",0.794855243936708
"412",3,"EQW",0.553492309732251
"413",3,"EQW",0.933899184290205
"414",3,"EQW",0.932540289861431
"415",3,"EQW",0.410472821852786
"416",3,"EQW",0.316851157175278
"417",3,"EQW",0.251036811078263
"418",3,"EQW",0.200448725597548
"419",3,"SGP",2.15271693569193
"420",3,"SGP",1.98384637234665
"421",3,"SGP",1.83103418350993
"422",3,"SGP",4.34331694136893
"423",3,"SGP",1.14717133416206
"424",3,"SGP",2.08156357499222
"425",3,"SGP",1.17575040456903
"426",3,"SGP",2.70843003883462
"427",3,"SGP",2.70748589812984
"428",3,"SGP",1.85950752103577
"429",3,"SGP",1.30630441541469
"430",3,"SGP",2.61304049118307
"431",3,"SGP",1.72953665788463
"432",3,"SGP",1.0934220948618
"433",3,"SGP",2.32168892808172
"434",3,"SGP",0.886114271100731
"435",3,"SGP",0.91158731369117
"436",3,"SGP",0.871183863667631
"437",3,"SGP",1.8782143831884
"438",3,"SGP",1.94005794932966
"439",3,"SGP",1.1023017878514
"440",3,"SGP",0.987917482533326
"441",3,"SGP",3.78708965053005
"442",3,"SGP",0.993303589379009
"443",3,"SGP",1.01268879343875
"444",3,"SGP",0.95439535467947
"445",3,"SGP",0.705201220772548
"446",3,"SGP",0.573545086238605
"447",3,"SGP",0.604731834396404
"448",3,"SGP",0.568011349971475
"449",3,"SGP",0.792934406178611
"450",3,"SGP",0.567386130531971
"451",3,"SGP",0.944493774326388
"452",3,"SGP",0.916040943589987
"453",3,"SGP",0.404371640723247
"454",3,"SGP",0.316252281879751
"455",3,"SGP",0.252167913057382
"456",3,"SGP",0.202126064637488
"457",4,"BMA",11.5666851028114
"458",4,"BMA",3.39778752308695
"459",4,"BMA",4.65023673891646
"460",4,"BMA",2.30894795295555
"461",4,"BMA",2.48772126322658
"462",4,"BMA",3.39994470485228
"463",4,"BMA",3.54142019773355
"464",4,"BMA",4.41992291533158
"465",4,"BMA",8.0797413624548
"466",4,"BMA",7.9690452582344
"467",4,"BMA",3.9583613818784
"468",4,"BMA",5.1029169057623
"469",4,"BMA",2.19428082731375
"470",4,"BMA",3.58186071424262
"471",4,"BMA",1.59755841283793
"472",4,"BMA",11.7150224120496
"473",4,"BMA",15.1379366482691
"474",4,"BMA",21.3274589799307
"475",4,"BMA",15.4874529188939
"476",4,"BMA",8.98498247301387
"477",4,"BMA",2.78691983105522
"478",4,"BMA",5.47526635295874
"479",4,"BMA",3.01744082219283
"480",4,"BMA",3.69615340039665
"481",4,"BMA",7.98763229510191
"482",4,"BMA",4.51411412294807
"483",4,"BMA",2.22130840603951
"484",4,"BMA",3.01855657173937
"485",4,"BMA",2.49604038387751
"486",4,"BMA",1.79450975007151
"487",4,"BMA",3.65155302033001
"488",4,"BMA",2.84629009109202
"489",4,"BMA",1.6821687600196
"490",4,"BMA",1.35812936652327
"491",4,"BMA",2.66211222365282
"492",4,"BMA",3.22660945491143
"493",4,"BMA",5.44489539167275
"494",4,"BMA",2.02182299358224
"495",4,"AVS",11.5666851028114
"496",4,"AVS",3.30197518750523
"497",4,"AVS",4.3239884931062
"498",4,"AVS",2.30062309099715
"499",4,"AVS",2.48877827506587
"500",4,"AVS",3.42500102681289
"501",4,"AVS",3.57949993226635
"502",4,"AVS",4.47348796632426
"503",4,"AVS",8.06766110923496
"504",4,"AVS",1.75526524477003
"505",4,"AVS",3.18315659870884
"506",4,"AVS",1.33900395068783
"507",4,"AVS",4.3979629923863
"508",4,"AVS",7.79315071251776
"509",4,"AVS",1.8480560150669
"510",4,"AVS",4.92760776113672
"511",4,"AVS",3.63128565087177
"512",4,"AVS",10.9363009188529
"513",4,"AVS",1.82839519181501
"514",4,"AVS",2.12633670085114
"515",4,"AVS",4.76709899108314
"516",4,"AVS",9.60749183478162
"517",4,"AVS",1.98471383803936
"518",4,"AVS",2.20787655348032
"519",4,"AVS",4.8760833275368
"520",4,"AVS",1.71089949401941
"521",4,"AVS",1.65260276099215
"522",4,"AVS",2.55987264337977
"523",4,"AVS",1.65565861199418
"524",4,"AVS",1.68829066113536
"525",4,"AVS",4.40322905828326
"526",4,"AVS",1.55997443608269
"527",4,"AVS",1.48002141194364
"528",4,"AVS",1.41230870556883
"529",4,"AVS",3.52064059883622
"530",4,"AVS",2.02000234235854
"531",4,"AVS",2.88074941583386
"532",4,"AVS",1.64760791698793
"533",4,"EQW",11.5666851028114
"534",4,"EQW",4.19483282761176
"535",4,"EQW",5.17746891450168
"536",4,"EQW",3.3529618419161
"537",4,"EQW",2.10866465465052
"538",4,"EQW",2.22512795051721
"539",4,"EQW",2.03732038488452
"540",4,"EQW",2.09729548463844
"541",4,"EQW",3.28375341223558
"542",4,"EQW",2.67084020744153
"543",4,"EQW",2.51858276102557
"544",4,"EQW",1.98153634975021
"545",4,"EQW",3.20649554916972
"546",4,"EQW",5.2526561610549
"547",4,"EQW",1.67515648658654
"548",4,"EQW",8.18278493879735
"549",4,"EQW",6.66156550799141
"550",4,"EQW",15.8217069787535
"551",4,"EQW",7.1963250182289
"552",4,"EQW",5.1300245772391
"553",4,"EQW",3.81170332480496
"554",4,"EQW",4.9154458522497
"555",4,"EQW",4.00131118842115
"556",4,"EQW",2.99172943705526
"557",4,"EQW",3.99316672607356
"558",4,"EQW",2.48808598667877
"559",4,"EQW",2.49403247643144
"560",4,"EQW",2.48017831483321
"561",4,"EQW",2.27237290071452
"562",4,"EQW",2.50568156245498
"563",4,"EQW",3.14636684891411
"564",4,"EQW",2.21703930989301
"565",4,"EQW",2.12290327534344
"566",4,"EQW",2.13169466453613
"567",4,"EQW",2.59504184205895
"568",4,"EQW",1.92461022348198
"569",4,"EQW",2.66218982046991
"570",4,"EQW",1.99776328674664
"571",4,"SGP",11.5666851028114
"572",4,"SGP",4.20062088417309
"573",4,"SGP",4.99169620893142
"574",4,"SGP",3.50994552435993
"575",4,"SGP",2.05186450238155
"576",4,"SGP",2.14946001553728
"577",4,"SGP",1.94785316698378
"578",4,"SGP",1.94263165644499
"579",4,"SGP",2.77004607881559
"580",4,"SGP",2.14166527679448
"581",4,"SGP",2.95156074503939
"582",4,"SGP",1.73167206323274
"583",4,"SGP",3.95670876443845
"584",4,"SGP",5.63813549274949
"585",4,"SGP",1.72501914319187
"586",4,"SGP",7.78047066148698
"587",4,"SGP",4.59676976257244
"588",4,"SGP",12.8195130672399
"589",4,"SGP",3.28750698911877
"590",4,"SGP",2.36589011738903
"591",4,"SGP",3.81020850231716
"592",4,"SGP",6.6884763038322
"593",4,"SGP",3.95652683484875
"594",4,"SGP",3.05466851058111
"595",4,"SGP",4.42817171282543
"596",4,"SGP",1.90623031728741
"597",4,"SGP",1.66429886162704
"598",4,"SGP",2.43230734598708
"599",4,"SGP",1.64227643517873
"600",4,"SGP",1.62404008291957
"601",4,"SGP",4.11189110435744
"602",4,"SGP",1.80974737174291
"603",4,"SGP",1.46327271015027
"604",4,"SGP",1.40185763349241
"605",4,"SGP",3.46613175614492
"606",4,"SGP",1.6081240828062
"607",4,"SGP",2.87130251038276
"608",4,"SGP",1.95307634605354
"609",5,"BMA",0.732655468652829
"610",5,"BMA",1.71654254777056
"611",5,"BMA",0.660242706721258
"612",5,"BMA",0.674595732520538
"613",5,"BMA",0.550861939496091
"614",5,"BMA",3.58951254742578
"615",5,"BMA",0.849741970536836
"616",5,"BMA",0.798757641508694
"617",5,"BMA",1.0655793946711
"618",5,"BMA",1.55345988004078
"619",5,"BMA",1.63239881031338
"620",5,"BMA",1.04179824905999
"621",5,"BMA",2.95196622389122
"622",5,"BMA",0.686113604065679
"623",5,"BMA",1.3805670999737
"624",5,"BMA",1.31709169060633
"625",5,"BMA",1.23948676975762
"626",5,"BMA",1.16604144236521
"627",5,"BMA",5.83267719542656
"628",5,"BMA",0.991320986064385
"629",5,"BMA",0.777309678864334
"630",5,"BMA",5.61533159445497
"631",5,"BMA",1.31049735592559
"632",5,"BMA",1.92811912057496
"633",5,"BMA",1.13880879617458
"634",5,"BMA",0.632961403655773
"635",5,"BMA",3.62081245902046
"636",5,"BMA",2.61764018069274
"637",5,"BMA",3.56798290877876
"638",5,"BMA",1.14396581283036
"639",5,"BMA",0.822316353933457
"640",5,"BMA",8.46262188620061
"641",5,"BMA",1.53906331107252
"642",5,"BMA",1.0462347488079
"643",5,"BMA",2.22519554893512
"644",5,"BMA",3.15378758401929
"645",5,"BMA",1.79632238156237
"646",5,"BMA",3.56319341538413
"647",5,"AVS",0.732655468652829
"648",5,"AVS",1.77119779322374
"649",5,"AVS",0.626356627803495
"650",5,"AVS",0.688983679658874
"651",5,"AVS",0.563930478378973
"652",5,"AVS",3.34322119868531
"653",5,"AVS",0.83585935177413
"654",5,"AVS",0.784549905812385
"655",5,"AVS",1.04384545205242
"656",5,"AVS",1.70423800712591
"657",5,"AVS",1.78762595401311
"658",5,"AVS",1.02271079137453
"659",5,"AVS",2.95788953255681
"660",5,"AVS",0.674978410026078
"661",5,"AVS",1.32415703130659
"662",5,"AVS",1.22989263933474
"663",5,"AVS",1.17368063120572
"664",5,"AVS",1.15553402982919
"665",5,"AVS",5.85573963941266
"666",5,"AVS",1.15690338191622
"667",5,"AVS",0.743315770267847
"668",5,"AVS",5.54068440335456
"669",5,"AVS",1.14674940713646
"670",5,"AVS",2.41798235987267
"671",5,"AVS",1.13079335644489
"672",5,"AVS",0.631869780552766
"673",5,"AVS",3.60718533828596
"674",5,"AVS",2.6235312564021
"675",5,"AVS",3.62266251127311
"676",5,"AVS",1.12132800003822
"677",5,"AVS",0.799267802788457
"678",5,"AVS",8.42012598804908
"679",5,"AVS",2.13832561669599
"680",5,"AVS",0.868305176558961
"681",5,"AVS",2.46176507514228
"682",5,"AVS",3.36180282747537
"683",5,"AVS",1.60615321828138
"684",5,"AVS",3.40441498844987
"685",5,"EQW",0.732655468652829
"686",5,"EQW",1.43038018166499
"687",5,"EQW",0.883275611118151
"688",5,"EQW",0.703474852741486
"689",5,"EQW",0.635814693964942
"690",5,"EQW",2.58772557377767
"691",5,"EQW",0.873412229869446
"692",5,"EQW",0.824399369288889
"693",5,"EQW",1.05874880900083
"694",5,"EQW",1.47224499965413
"695",5,"EQW",1.69298748690356
"696",5,"EQW",0.89881264523547
"697",5,"EQW",2.83614280798272
"698",5,"EQW",0.779687011786959
"699",5,"EQW",1.54198960906909
"700",5,"EQW",1.74634727295746
"701",5,"EQW",1.90463297143978
"702",5,"EQW",0.886395387619536
"703",5,"EQW",5.65544995515265
"704",5,"EQW",2.48644784807624
"705",5,"EQW",1.69080070994315
"706",5,"EQW",6.382375105078
"707",5,"EQW",3.05245999157572
"708",5,"EQW",1.63590427757905
"709",5,"EQW",1.49570069989049
"710",5,"EQW",0.995739934257672
"711",5,"EQW",3.44506612764321
"712",5,"EQW",3.60572058570241
"713",5,"EQW",2.03790948361601
"714",5,"EQW",1.17592485202062
"715",5,"EQW",1.11933010928193
"716",5,"EQW",7.63191585972762
"717",5,"EQW",1.5624620431841
"718",5,"EQW",1.28485737842266
"719",5,"EQW",3.10351045726562
"720",5,"EQW",2.19485230414137
"721",5,"EQW",1.39166514859781
"722",5,"EQW",2.83440281574249
"723",5,"SGP",0.732655468652829
"724",5,"SGP",1.44941272294823
"725",5,"SGP",0.841662871987644
"726",5,"SGP",0.68270034577616
"727",5,"SGP",0.599187608008625
"728",5,"SGP",2.74399863009413
"729",5,"SGP",0.856191005680073
"730",5,"SGP",0.788065722100156
"731",5,"SGP",1.07546949063927
"732",5,"SGP",1.43971857917564
"733",5,"SGP",1.60840696082151
"734",5,"SGP",0.923564569447317
"735",5,"SGP",2.86283628857835
"736",5,"SGP",0.729671617512472
"737",5,"SGP",1.48215532330034
"738",5,"SGP",1.62031966426243
"739",5,"SGP",1.71688797336366
"740",5,"SGP",0.897700449105083
"741",5,"SGP",5.75216694498407
"742",5,"SGP",2.12449059491796
"743",5,"SGP",1.32908386366833
"744",5,"SGP",5.97820764857573
"745",5,"SGP",2.15517165344095
"746",5,"SGP",1.93024110222112
"747",5,"SGP",1.23050497776944
"748",5,"SGP",0.808447067919888
"749",5,"SGP",3.27373579034785
"750",5,"SGP",3.09899459323375
"751",5,"SGP",2.71364880942187
"752",5,"SGP",0.936516947215432
"753",5,"SGP",0.869094016238461
"754",5,"SGP",7.63135639289702
"755",5,"SGP",1.45915895880037
"756",5,"SGP",0.969224220780075
"757",5,"SGP",2.56649025557165
"758",5,"SGP",2.74834643753738
"759",5,"SGP",1.30086053818235
"760",5,"SGP",3.31905026623092
"761",6,"BMA",2.17897246810476
"762",6,"BMA",2.00511376364206
"763",6,"BMA",3.65148442399935
"764",6,"BMA",1.743417267463
"765",6,"BMA",2.52089631895938
"766",6,"BMA",1.19660669505518
"767",6,"BMA",2.57859640169837
"768",6,"BMA",4.15201245972395
"769",6,"BMA",2.29835812804322
"770",6,"BMA",0.82874440845476
"771",6,"BMA",17.5041240427551
"772",6,"BMA",3.4065893223457
"773",6,"BMA",5.35740876103743
"774",6,"BMA",2.28282669672722
"775",6,"BMA",5.13528850203056
"776",6,"BMA",3.21621351878061
